doc_num,token
0026,"['-1', '1', '10.6', '15:36:44.78', '1987', '1988', '1989', '20', '21', '26-feb-1987', '40', '7.7', '8', 'acknowledg', 'advisori', 'advisori', 'afternoon', 'agre', 'also', 'amort', 'amort', 'announc', 'approv', 'approv', 'ask', 'bank', 'bank', 'bank', 'bank', 'banker', 'banker', 'banker', 'banker', 'banker', 'billion', 'billion', 'billion', 'brazil', 'brazil', 'breakthrough', 'breakthrough', 'broad', 'chalk', 'chile', 'citibank', 'coincident', 'commit', 'committe', 'committe', 'could', 'deal', 'deal', 'debt', 'debt', 'debt', 'debtor', 'declin', 'desir', 'detail', 'detail', 'detail', 'disclos', 'dlr', 'dlr', 'dlr', 'drop', 'due', 'earlier', 'earlier', 'easier', 'emul', 'eurodollar', 'extent', 'februari', 'final', 'final', 'financ', 'financ', 'follow', 'friday', 'go', 'hope', 'incent', 'includ', 'incom', 'interest', 'interest', 'interest', 'intermitt', 'invest', 'last', 'last', 'last', 'last', 'later', 'loan', 'make', 'make', 'manag', 'march', 'meet', 'mexico', 'month', 'new', 'new', 'new', 'new', 'night', 'number', 'obtain', 'oil', 'one', 'origin', 'packag', 'packag', 'pact', 'panel', 'panel', 'pct', 'pct', 'place', 'principl', 'progress', 'put', 'quick', 'rate', 'rate', 'rate', 'rebuf', 'reduc', 'reduct', 'repay', 'report', 'repres', 'request', 'request', 'reschedul', 'reschedul', 'reschedul', 'revis', 'said', 'said', 'said', 'said', 'schedul', 'senior', 'senior', 'set', 'sever', 'shock', 'sign', 'sign', 'sought', 'stamp', 'still', 'still', 'strike', 'success', 'sudden', 'suspens', 'swift', 'talk', 'term', 'term', 'term', 'three', 'today', 'today', 'two', 'unilater', 'venezuela', 'venezuela', 'venezuela', 'venezuelan', 'venezuelan', 'year', 'year', 'york']"
0027,"['1,545,160', '1.21', '1.53', '15:36:53.42', '19.5', '1985', '1986', '2,188,933', '20', '25.2', '26-feb-1987', '39', '4', '5,050,044', '50', '6,635,318', '77.4', '848,600', '92.2', 'adjust', 'busi', 'corp', 'cts', 'cts', 'cts', 'dlrs', 'dlrs', 'dlrs', 'estim', 'first', 'improv', 'includ', 'life', 'mln', 'mln', 'mln', 'mln', 'net', 'net', 'net', 'note', 'period', 'presidenti', 'qtr', 'result', 'result', 'rev', 'rev', 'shr', 'shr', 'shr', 'th', 'unit', 'univers', 'upco', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'year', 'year']"
0028,"['15:38:26.23', '1988', '26-feb-1987', '37', '55', 'abl', 'address', 'advis', 'affair', 'agenc', 'agenda', 'alleg', 'alreadi', 'also', 'also', 'also', 'although', 'alway', 'american', 'among', 'analyst', 'analyst', 'analyst', 'analyst', 'analyst', 'angel', 'anonym', 'anvil', 'appeal', 'appeal', 'approv', 'arm', 'arm', 'arm', 'around', 'ask', 'attempt', 'avoid', 'avoid', 'back', 'back', 'becam', 'blow', 'blow', 'board', 'board', 'board', 'brain', 'brent', 'broker', 'brook', 'build', 'bureaucraci', 'came', 'cancer', 'cannot', 'carri', 'case', 'case', 'casey', 'casey', 'caspar', 'central', 'certif', 'chairman', 'chao', 'chief', 'choos', 'clean', 'clear', 'command', 'command', 'comment', 'commiss', 'conduct', 'confer', 'congress', 'congress', 'congress', 'consequ', 'consider', 'constitut', 'contend', 'continu', 'control', 'control', 'control', 'control', 'control', 'could', 'countri', 'credenc', 'credenti', 'critic', 'critic', 'critic', 'crucial', 'damag', 'deal', 'deal', 'deal', 'decemb', 'defens', 'democrat', 'democrat', 'democrat', 'democrat', 'deni', 'difficult', 'diminish', 'direct', 'direct', 'director', 'disclosur', 'domin', 'donald', 'dramat', 'dramat', 'earlier', 'edmund', 'elect', 'elit', 'end', 'energet', 'enterpris', 'except', 'expect', 'expect', 'expect', 'expect', 'fail', 'fall', 'fall', 'fallen', 'final', 'fire', 'fix', 'forc', 'former', 'former', 'former', 'former', 'forsak', 'full', 'georg', 'go', 'good', 'govern', 'govern', 'group', 'hand', 'hand', 'health', 'help', 'hero', 'hess', 'hess', 'high', 'hope', 'hope', 'hous', 'hous', 'identifi', 'ignor', 'includ', 'incompet', 'initi', 'institut', 'institut', 'intellig', 'interest', 'iran', 'iran', 'iran', 'issu', 'job', 'job', 'john', 'keep', 'last', 'last', 'last', 'legisl', 'lent', 'licens', 'like', 'longtim', 'los', 'loss', 'made', 'made', 'man', 'may', 'member', 'met', 'month', 'much', 'much', 'muski', 'nation', 'natur', 'next', 'note', 'novemb', 'novemb', 'offset', 'one', 'one', 'one', 'one', 'oper', 'opinion', 'opinion', 'panel', 'parti', 'parti', 'particular', 'particular', 'partisan', 'past', 'pct', 'pct', 'peopl', 'percentag', 'person', 'person', 'plead', 'point', 'point', 'polici', 'polici', 'polici', 'polit', 'polit', 'polit', 'polit', 'poll', 'poll', 'popular', 'popular', 'posit', 'power', 'power', 'power', 'prepar', 'presid', 'presid', 'presid', 'presid', 'presid', 'presid', 'presidenti', 'press', 'press', 'privat', 'process', 'profession', 'prospect', 'protect', 'protect', 'public', 'public', 'public', 'public', 'public', 'public', 'question', 'quick', 'rate', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reagan', 'reason', 'rebound', 'rebuf', 'receiv', 'recogn', 'record', 'regain', 'regain', 'regan', 'regan', 'reject', 'relat', 'releas', 'remain', 'remov', 'report', 'report', 'report', 'report', 'report', 'report', 'report', 'report', 'report', 'republican', 'republican', 'republican', 'republican', 'request', 'resign', 'resign', 'restor', 'retain', 'retak', 'reuter', 'right', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'savag', 'say', 'say', 'say', 'say', 'schneider', 'schneider', 'scowcroft', 'secretari', 'secretari', 'secretari', 'secur', 'senat', 'senat', 'short', 'short', 'show', 'shultz', 'sinc', 'skirt', 'somewhat', 'sorri', 'staff', 'stand', 'state', 'state', 'stephen', 'still', 'still', 'stori', 'strategist', 'strategist', 'strategist', 'strategist', 'street', 'strong', 'studi', 'suggest', 'support', 'support', 'support', 'surgeri', 'survey', 'taint', 'televis', 'texa', 'thought', 'thought', 'three', 'time', 'today', 'told', 'told', 'told', 'top', 'top', 'tower', 'tower', 'tower', 'tower', 'tower', 'tower', 'translat', 'tumor', 'turnaround', 'twenti', 'undermin', 'understand', 'underw', 'upper', 'us', 'veto', 'voter', 'warn', 'washington', 'washington', 'washington', 'washington', 'way', 'week', 'week', 'weinberg', 'went', 'whether', 'white', 'white', 'widespread', 'william', 'william', 'work']"
0029,"['14.5', '15:39:41.92', '1978', '26-feb-1987', '3.47', '4.06', '4.15', 'adjust', 'annual', 'associ', 'capit', 'consid', 'decemb', 'decemb', 'drop', 'drop', 'drop', 'favor', 'gain', 'get', 'group', 'group', 'highest', 'home', 'hous', 'januari', 'januari', 'januari', 'john', 'law', 'made', 'mln', 'mln', 'mln', 'nar', 'nar', 'nation', 'near', 'novemb', 'old', 'own', 'pace', 'pct', 'portion', 'previous', 'rate', 'rate', 'rate', 'realti', 'realtor', 'record', 'record', 'said', 'said', 'said', 'sale', 'sale', 'sale', 'say', 'season', 'seek', 'seller', 'set', 'signific', 'sinc', 'surpris', 'tax', 'treatment', 'tuccillo', 'unit', 'unit', 'unit']"
0030,"['15:41:56.54', '26-feb-1987', '720.4', 'asset', 'blah', 'blah', 'blah', 'dlrs', 'fund', 'latest', 'market', 'mln', 'money', 'mutual', 'rose', 'week']"
0031,"['15:43:14.36', '1991', '26-feb-1987', '6.7', 'billion', 'blah', 'blah', 'blah', 'curb', 'dlrs', 'estat', 'rais', 'seek', 'tax', 'tax', 'thru', 'u', 'writer']"
0032,"['15:43:59.53', '26-feb-1987', '65', '70', 'access', 'action', 'activ', 'adversari', 'alan', 'annual', 'author', 'better', 'bill', 'bloc', 'boost', 'cal', 'cannot', 'capabl', 'compani', 'continu', 'control', 'control', 'convinc', 'could', 'could', 'countri', 'cranston', 'cranston', 'cranston', 'critic', 'critic', 'daniel', 'de', 'de', 'decontrol', 'defens', 'deni', 'depart', 'develop', 'divers', 'dollar', 'eastern', 'elimin', 'emphasi', 'endang', 'evan', 'evan', 'expect', 'export', 'export', 'export', 'export', 'export', 'facto', 'firm', 'fold', 'futur', 'higher', 'hundr', 'intend', 'introduc', 'introduc', 'item', 'job', 'lead', 'legisl', 'level', 'licens', 'licens', 'licens', 'licens', 'licens', 'licens', 'market', 'militari', 'nation', 'new', 'pct', 'place', 'play', 'prevent', 'process', 'process', 'promot', 'r', 'ration', 'reduc', 'refocus', 'reform', 'reform', 'reform', 'report', 'report', 'requir', 'resourc', 'restrict', 'role', 'said', 'said', 'said', 'save', 'secur', 'sen', 'senat', 'technolog', 'technolog', 'technolog', 'technolog', 'technolog', 'thousand', 'told', 'told', 'truli', 'two', 'u', 'u', 'u', 'unduli', 'veto', 'wash', 'world']"
0033,"['1.6', '12', '15:44:36.04', '2,129,300', '26-feb-1987', '529,300', 'common', 'compani', 'comput', 'design', 'dlrs', 'excelan', 'excelan', 'excelan', 'excelan', 'inc', 'inc', 'initi', 'initi', 'make', 'manufactur', 'mln', 'offer', 'offer', 'per', 'product', 'public', 'relat', 'said', 'said', 'set', 'share', 'share', 'share', 'share', 'sold', 'sold', 'stock', 'stock', 'stockhold']"
0034,"['15.75', '15:45:19.65', '220,838', '26-feb-1987', 'behalf', 'busi', 'cazenov', 'ccx', 'ccx', 'ccxn', 'compani', 'compani', 'compani', 'dlrs', 'exchang', 'inc', 'inc', 'inc', 'includ', 'network', 'network', 'offer', 'offer', 'offer', 'proceed', 'receiv', 'receiv', 'recent', 'said', 'said', 'said', 'secondari', 'sell', 'share', 'share', 'share', 'sharehold', 'stephen', 'stock', 'stock', 'though', 'underway', 'underwrit']"
0035,"['100', '100', '15:45:26.55', '1997', '26-feb-1987', 'brother', 'commiss', 'corp', 'dlr', 'dlrs', 'due', 'exchang', 'file', 'file', 'first', 'first', 'fix', 'func', 'inc', 'issu', 'lehman', 'manag', 'mln', 'mln', 'nationwid', 'note', 'note', 'note', 'offer', 'propos', 'rate', 'said', 'secur', 'shearson', 'sold', 'subordin', 'underwrit', 'union', 'union']"
0036,"['13', '15:45:35.37', '26-feb-1987', '31', '7.5', 'cts', 'cts', 'div', 'dividend', 'eight', 'inc', 'march', 'march', 'minor', 'obod', 'owen', 'pay', 'prior', 'qtli', 'qtli', 'rais', 'record', 'vs']"
0037,"['15:45:39.20', '17', '18', '19.6', '2,516,000', '20.9', '215,000', '22', '26-feb-1987', '3,035,000', '34', '4', '4,647,000', '93.4', '98.7', 'april', 'clri', 'comput', 'cts', 'cts', 'cts', 'cts', 'cts', 'cts', 'div', 'dividend', 'languag', 'loss', 'loss', 'loss', 'loss', 'march', 'mln', 'mln', 'mln', 'mln', 'net', 'net', 'note', 'one', 'payabl', 'prior', 'profit', 'profit', 'profit', 'profit', 'qtli', 'qtr', 'record', 'research', 'rev', 'rev', 'sharehold', 'shr', 'shr', 'th', 'three', 'three', 'two', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'year']"
0038,"['1,428,000', '1,428,000', '1.06', '1.1', '1.22', '1.5', '15:45:47.29', '2,332,397', '2,332,397', '2.9', '22.2', '25.7', '26-feb-1987', '4', '45', '58', '7.9', '829,000', '9.4', 'avg', 'avg', 'cinram', 'cts', 'cts', 'dlrs', 'dlrs', 'ltd', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'net', 'net', 'net', 'qtr', 'sale', 'sale', 'shr', 'shr', 'shrs', 'shrs', 'th', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'year']"
0039,"['10', '149', '15:46:36.16', '1960', '26-feb-1987', '40', 'absorb', 'absorb', 'accord', 'aluminum', 'aramid', 'aramid', 'aramid', 'aramid', 'basi', 'co', 'co', 'compani', 'dd', 'devlop', 'du', 'du', 'du', 'du', 'equal', 'fiber', 'fiber', 'fiber', 'first', 'five', 'generat', 'generat', 'generat', 'half', 'high', 'improv', 'invent', 'kevlar', 'kevlar', 'late', 'launch', 'less', 'less', 'metal', 'moister', 'new', 'new', 'pct', 'pont', 'pont', 'pont', 'pont', 'previous', 'product', 'product', 'replac', 'said', 'said', 'similar', 'steel', 'stiffer', 'stiffer', 'strength', 'stronger', 'stronger', 'time', 'time', 'use', 'varieti', 'wieght']"
0040,"['1.10', '1.28', '15', '15', '15:47:16.17', '18.6', '1985', '1985', '1986', '1986', '1987', '1987', '2.52', '20', '26-feb-1987', '9,140,000', 'annual', 'asset', 'better', 'billion', 'billion', 'brian', 'common', 'condit', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'earn', 'economi', 'equiti', 'expect', 'expect', 'favor', 'grow', 'growth', 'increas', 'interest', 'last', 'least', 'malley', 'meet', 'pct', 'pct', 'pct', 'per', 'presid', 'previous', 'provid', 'rate', 'record', 'report', 'return', 'said', 'see', 'share', 'sharehold', 'sharehold', 'stabl', 'standard', 'standard', 'standard', 'told', 'trustco', 'trustco', 'trustco', 'year', 'year']"
0041,"['12', '131.4', '138.9', '15:48:26.92', '19', '1986', '1986', '2.6', '2.7', '20', '26-feb-1987', '4', '4', '46', '467,000', '51', '556.7', '558.9', '6,306,0000', '64', '7,041,000', '8,843,000', 'charg', 'charg', 'cts', 'cts', 'cts', 'cts', 'cts', 'cts', 'dlrs', 'dlrs', 'handi', 'harman', 'hnh', 'includ', 'includ', 'loss', 'loss', 'loss', 'loss', 'loss', 'loss', 'loss', 'loss', 'loss', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'month', 'net', 'net', 'net', 'net', 'note', 'profit', 'profit', 'qtr', 'qtr', 'restructur', 'rev', 'rev', 'share', 'share', 'shr', 'shr', 'special', 'tax', 'tax', 'th', 'th', 'three', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs']"
0042,"['1', '1', '1.22', '12', '15:49:27.16', '26-feb-1987', '30', 'april', 'april', 'bag', 'basi', 'basi', 'coffe', 'coffe', 'consum', 'contact', 'countri', 'deleg', 'deleg', 'distribut', 'distribut', 'earlier', 'even', 'export', 'firm', 'futur', 'group', 'ico', 'ico', 'ico', 'ico', 'includ', 'intern', 'meet', 'mln', 'month', 'negoti', 'new', 'new', 'organ', 'postpon', 'present', 'present', 'produc', 'produc', 'produc', 'propos', 'propos', 'propos', 'quota', 'quota', 'redistribut', 'reintroduc', 'resumpt', 'said', 'said', 'said', 'schedul', 'septemb', 'shortfal', 'tomorrow', 'total', 'tri', 'unchang', 'undertak', 'would']"
0043,"['15:49:44.93', '26-feb-1987', 'acknowledg', 'administr', 'affair', 'affair', 'arm', 'attract', 'broke', 'china', 'comment', 'commiss', 'crisi', 'critic', 'declar', 'direct', 'done', 'fail', 'georg', 'go', 'harsh', 'iran', 'iran', 'last', 'left', 'long', 'novemb', 'publish', 'publish', 'reagan', 'refus', 'repeat', 'report', 'report', 'report', 'resign', 'resign', 'resign', 'role', 'said', 'say', 'scandal', 'scar', 'secretari', 'shultz', 'shultz', 'shultz', 'sinc', 'slate', 'state', 'today', 'tower', 'travel', 'visit', 'washington', 'week', 'wipe', 'would']"
0044,"['15:49:56.01', '26-feb-1987', 'agre', 'american', 'american', 'approv', 'arrang', 'asset', 'asset', 'bankruptci', 'bodi', 'certain', 'charter', 'complet', 'condit', 'contract', 'contract', 'corp', 'court', 'crowley', 'expect', 'inc', 'inc', 'inc', 'includ', 'industri', 'line', 'line', 'line', 'line', 'mariotim', 'mclean', 'mclean', 'mii', 'negoti', 'next', 'principl', 'regulatori', 'said', 'said', 'servic', 'set', 'south', 'state', 'subject', 'subsidiari', 'subsidiari', 'term', 'transfer', 'transfer', 'transfer', 'transport', 'u', 'u', 'u', 'unit', 'various', 'week', 'within', 'would']"
0045,"['-3', '-30', '-5', '1.19', '10', '10.1', '11', '15:51:17.84', '1983', '1986', '2.58', '25', '26-feb-1987', '27', '29', '3.8', '30', '32', '8', '8', 'acquir', 'afternoon', 'analyst', 'analyst', 'announc', 'announc', 'anoth', 'applic', 'arbitrageur', 'arbitrageur', 'arbitrageur', 'attack', 'attract', 'ball', 'base', 'bid', 'bid', 'bidder', 'board', 'capit', 'care', 'cash', 'cash', 'catapult', 'certain', 'chang', 'chem', 'chem', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'chemlawn', 'commerci', 'compani', 'compani', 'compani', 'compani', 'compani', 'compani', 'compani', 'compani', 'compani', 'compet', 'compet', 'concentr', 'contact', 'corp', 'could', 'could', 'could', 'could', 'could', 'counter', 'custom', 'custom', 'debra', 'depend', 'difficult', 'discuss', 'distribut', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dollar', 'earn', 'elliott', 'entrepreu', 'exampl', 'expect', 'expir', 'fertil', 'find', 'flow', 'fourth', 'fourth', 'full', 'garden', 'go', 'growth', 'growth', 'hand', 'held', 'herbicid', 'high', 'higher', 'higher', 'hope', 'inc', 'inc', 'inc', 'individu', 'ingal', 'interest', 'involv', 'involv', 'knight', 'l', 'languish', 'largest', 'late', 'lawn', 'lawn', 'like', 'manag', 'manag', 'manag', 'manag', 'manag', 'manag', 'march', 'mayb', 'meet', 'mid', 'mln', 'mln', 'mln', 'morbelli', 'morbelli', 'morbelli', 'note', 'note', 'offer', 'offer', 'offer', 'offer', 'offici', 'open', 'p', 'per', 'per', 'pesticid', 'point', 'prescott', 'price', 'prior', 'profit', 'quarter', 'quarter', 'rate', 'rate', 'readi', 'regular', 'remov', 'residenti', 'resist', 'resist', 'rise', 'rol', 'rollin', 'rosemari', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'say', 'schedul', 'schlang', 'schlang', 'schlang', 'schlang', 'schlang', 'servicemast', 'sevic', 'share', 'share', 'share', 'share', 'share', 'share', 'shot', 'slow', 'snyder', 'spokeswoman', 'statement', 'stock', 'street', 'strohmaier', 'strong', 'surpris', 'surpris', 'svm', 'system', 'tender', 'tender', 'think', 'thousand', 'time', 'today', 'today', 'total', 'trade', 'tri', 'turben', 'two', 'u', 'unabl', 'valuabl', 'wall', 'want', 'want', 'wast', 'wast', 'wast', 'wast', 'wast', 'wast', 'wast', 'whether', 'white', 'wnx', 'would', 'would', 'year']"
0046,"['1,001,430', '1,850,000', '15:51:28.42', '1986', '1987', '1987', '26-feb-1987', '31', '46,254', '5,988', '9', 'accord', 'actual', 'adjust', 'agricultur', 'basi', 'compar', 'cumul', 'cumul', 'custom', 'data', 'decemb', 'decemb', 'depart', 'depart', 'end', 'extend', 'final', 'import', 'import', 'import', 'import', 'import', 'import', 'initi', 'januari', 'januari', 'month', 'polar', 'previous', 'quota', 'quota', 'quota', 'quota', 'quota', 'receiv', 'report', 'report', 'said', 'said', 'servic', 'set', 'short', 'short', 'subject', 'sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'three', 'ton', 'ton', 'ton', 'ton', 'total', 'u', 'u', 'usda', 'versus', 'week', 'week', 'week', 'week', 'week', 'weight', 'year', 'year', 'year']"
0047,"['109', '12', '150', '15:51:51.24', '1984', '1985', '1986', '211', '250', '26-feb-1987', '28', 'abroad', 'accompani', 'account', 'although', 'amid', 'anniversari', 'anniversari', 'announc', 'annual', 'anti', 'averag', 'averag', 'avoid', 'bank', 'bid', 'billion', 'billion', 'billion', 'brazil', 'brazil', 'collaps', 'countri', 'cover', 'crisi', 'crumbl', 'cruzado', 'currenc', 'debt', 'divert', 'dlr', 'dlrs', 'dlrs', 'dlrs', 'domest', 'dramat', 'economi', 'economi', 'economi', 'economist', 'end', 'export', 'februari', 'first', 'first', 'fix', 'foreign', 'foreign', 'foreign', 'froze', 'hail', 'halt', 'home', 'import', 'increas', 'index', 'inflat', 'inflat', 'inflat', 'inflat', 'initi', 'last', 'lead', 'least', 'limp', 'limp', 'mln', 'mln', 'month', 'month', 'need', 'new', 'nine', 'octob', 'one', 'payment', 'pct', 'plan', 'plan', 'plan', 'plan', 'plan', 'plung', 'price', 'price', 'rate', 'repeat', 'revers', 'said', 'saviour', 'seem', 'servic', 'shortag', 'shortag', 'sinc', 'situat', 'soar', 'suffici', 'surplus', 'surplus', 'surplus', 'target', 'toward', 'trade', 'trade', 'trade', 'valu', 'widespread', 'widespread', 'within', 'work', 'wors', 'year']"
0048,"['15:52:15.10', '26-feb-1987', '3.03', '7.15', '7.20', 'ago', 'bank', 'billion', 'billion', 'billion', 'bulletin', 'compar', 'decemb', 'dlrs', 'dlrs', 'fall', 'fell', 'foreign', 'foreign', 'januari', 'januari', 'n', 'n', 'new', 'offici', 'offici', 'period', 'reserv', 'reserv', 'reserv', 'said', 'statist', 'week', 'year', 'z', 'z', 'zealand']"
0049,"['13', '15', '15:52:25.60', '2', '2', '25', '26', '26', '26-feb-1987', '27', '27', '31', '35', '35', '39', '39', '4', '41', 'agenc', 'agenc', 'averag', 'backlog', 'backlog', 'canal', 'canal', 'canal', 'commiss', 'daili', 'day', 'day', 'due', 'earli', 'end', 'end', 'end', 'enter', 'expect', 'govern', 'hrs', 'hrs', 'hrs', 'hrs', 'next', 'north', 'oper', 'panama', 'panama', 'regular', 'report', 'report', 'said', 'schedul', 'ship', 'ship', 'south', 'super', 'tanker', 'time', 'today', 'tomorrow', 'transit', 'two', 'u', 'vessel', 'wait', 'wait', 'wait']"
0050,"['15:52:33.04', '26-feb-1987', '3.98', '67.62', '71.6', 'america', 'america', 'capit', 'cts', 'cts', 'cts', 'distribut', 'exchang', 'feder', 'first', 'first', 'fund', 'gain', 'guarante', 'includ', 'incom', 'make', 'mortgag', 'mortgag', 'payout', 'per', 'return', 'said', 'set', 'special', 'special', 'two', 'unit']"
0051,"['15', '15:52:57.49', '1990', '20', '20', '26-feb-1987', '40', '45', '67', 'acr', 'acr', 'acr', 'acr', 'america', 'bigger', 'bill', 'charl', 'congress', 'conserv', 'conserv', 'consid', 'current', 'dole', 'draft', 'end', 'enrol', 'erod', 'expand', 'expand', 'explor', 'eye', 'farm', 'fiscal', 'forc', 'governor', 'grassley', 'group', 'head', 'increas', 'intend', 'iowa', 'kan', 'land', 'law', 'leader', 'legisl', 'major', 'member', 'mln', 'mln', 'mln', 'mln', 'must', 'offer', 'program', 'program', 'r', 'republican', 'republican', 'republican', 'reserv', 'reserv', 'reserv', 'reserv', 'reuter', 'robert', 'rural', 'said', 'said', 'sen', 'senat', 'task', 'told', 'u', 'would', 'would']"
